app,LN-2019,C5-2019,C6-2019,LA-2019,C52-2019,LN-C5,LN-C6,LN-C52,LL,LA-C5,LA-C6,LA-C52,C5-C6,C5-C52,C6-C52
Cooking,2.942208178770826,3.1092039690906565,2.8115394271899135,3.1428007416820614,2.9249912451769067,2.8077414255157276,2.0753940082685958,2.4232154973457263,2.5522748533105624,3.7536163766620345,1.9780236238445483,2.14999806230459,2.886565434596281,3.0460072486694725,1.7768917639202364
Skype,4.769364197176839,4.7116352793598635,4.482856022993891,4.759233916397849,4.466244244986846,2.0927138949580733,2.0165580741190747,2.6469321333701332,1.8561429000606144,1.937615010204251,1.76282087515605,2.1963285141643913,2.3275181580076922,3.063159529345961,2.1773482255775964
Uber,6.605292945933684,6.716689692605171,7.007670050029803,6.7890522044449035,6.532306252004962,2.220999166392981,2.2849515824462365,3.237544136872453,3.113354360750025,2.1042986043396406,3.2832005765477694,2.2477653382747556,2.9360718921768787,3.1643495892879985,3.481045225090194
Computer News,2.396181243468085,2.763875211661277,2.068691797937156,2.477154612968639,2.491309022161345,2.8709969425133353,2.4136231123709395,2.3446787162290934,2.8102771178438255,2.7572668733843244,2.537827714530976,2.8597875898809306,2.7965499799208247,3.069773919524413,2.485464310174793
Facebook Messenger,3.539585366826315,3.5968421587327226,4.096684337556698,3.338253689736867,3.663328421649191,2.0096784830088104,1.892222491322289,2.5348832836438837,2.0249634399318257,1.5269454076735685,2.0642483220095915,1.7578604157660165,2.1027953948120275,1.533028629776026,1.8286736432959974
Mappy,2.0057232028089995,1.9820408198222519,1.8770353088492577,2.0596863467628888,1.4099379984501832,1.807116426002109,1.5470090279992204,2.26030417738594,1.8903781652357108,1.8986168965169803,1.9865551536945532,1.983533083709729,1.7797543779316483,1.9871404602302967,1.9647777783392104
SSH,5.886950984669753,5.971647765919883,6.562382737901145,6.4991190634623015,6.804912817513481,4.757593610738521,3.290933969442383,4.296689910932755,4.392782020638113,5.081159670170748,4.074347485561531,4.340652651672717,5.185654142563575,5.277868031461453,3.7381286090951242
Generic Remote Surveillance,3.4603014909253615,3.509559609346237,2.781421716643055,3.6968184641854656,3.1333374499027897,4.105464055403614,3.2435803677755475,3.641375726486769,4.062843116121673,3.9812974973864232,3.5158491381096697,3.8076104749033695,3.1906921854663177,3.436938679646484,2.9078390561719973
Games,2.7502092803430975,3.637303370850046,3.3355155678766586,3.168630426145726,2.94658415919402,2.8645297013749804,2.6241531291511624,2.6493750117138175,2.6143000463015835,2.27865316161312,1.727875233976692,1.8697580586715428,2.260906675447788,2.38434965043708,1.9791273208407092
Playtika,3.0599175986164093,3.1316500872476705,2.7151801813018226,3.2115831042784038,3.003995907056952,2.57986013844931,2.4130140551542243,2.763072216266227,2.798119361297465,3.224168275046978,2.880884600170752,3.164304119406638,2.524720248370742,2.922890332744532,2.6360392009851297
Money-Stock,1.9751112742751327,2.047210458422443,1.9078093873732787,1.9063257892064578,1.6616612155991863,1.2197863128034778,1.084139527608081,1.1774915019968064,1.5946850847030143,1.8473232327465121,1.7235783001088065,1.3238571989277335,1.1834664792450358,1.3439454476441968,1.0643897559232633
Fornite,3.3648547202416603,2.989509373414236,3.0253937371778057,2.141652728533603,2.6981266943959077,1.753874385666338,1.8336386074365596,2.00296178514248,4.094217315704589,3.864040975825827,3.924932763871652,3.4936487636508016,1.4843300259141161,1.517412657654008,1.2840713848300147
Health WebSites,3.1348684487743586,3.1295343939776865,2.7827473556206566,3.270121913659648,3.4657431793201234,2.6768567106173067,2.5664364675266085,2.7585760314121037,3.007982024079889,2.618934780964675,2.9931600488428964,3.6255624776289945,2.822939857188176,3.399751891884263,3.0681903781122126
Page Jaunes,1.8865230866146587,1.6879192554460156,1.4037886182914439,1.7085029606775701,1.3333696903217562,1.556080968551035,1.3532027406347393,1.8283704850653948,1.5105118527698331,1.688108845897492,1.4368533545169886,1.5846882360315033,1.3699037328038999,1.5988061840188683,1.0762942591992042
iPhone VVM,1.4732850241521482,1.5987860155314753,1.4367116590208169,1.3219660127918698,1.0751234166369972,0.8961334886003224,0.565365034228414,1.2330065268077408,1.206954069580283,1.1293416751935663,1.1139559593524184,0.867920660871091,0.9039691666705413,1.2443671934486686,1.1250051594363109
WeChat,3.8740825519500675,4.209483965926232,4.351459407110787,3.9585633615730615,2.630173351368913,4.702073955974387,5.455920549866688,4.1308626591604405,6.37530233573404,6.587906298507783,7.426392660395917,5.398150692785795,3.124576076207326,4.527404993513933,4.333763404933545
Keep2Share,6.421033044213784,7.108093669296746,6.755589786529318,7.558433272877921,7.045715252866293,4.877439115398262,4.152336715383383,5.53561786842489,5.847049388292172,6.573792276419613,6.265612769937654,6.276248855621042,5.072589254618495,5.867980243184157,5.480759218793185
Airfrance,3.9489718528398234,4.696409619426141,3.9122368438509114,4.916135882101589,3.238199743505066,4.856737563799109,3.042164347499482,3.811976211222573,3.2630720006208045,5.050578825686794,3.2211401047975947,3.5581216128724322,3.994664206001695,4.6920435848469095,3.040311109200737
Tor,5.044705893631083,5.083210711232205,5.057669664231999,5.82981083568541,5.367321571000777,4.9110974791074815,4.366832175968279,4.725904102458983,4.874732593715544,5.837334855319461,4.6450639011819925,5.179743213867667,4.804370457001389,4.951073061254616,4.601958281470884
Synology,3.913954932125642,4.187913395049091,3.363799482741003,3.4765777345230675,3.99682112371521,3.2032408975954643,2.2778650122716226,3.2326434481227606,2.699738621222282,3.347995405355908,2.46560884479991,3.2769726044231198,3.0605364643464466,3.7976927435568553,3.186005312957355
9GAG,4.329461942475344,4.9238087347417085,4.227959914976017,4.700269789878824,5.22964163445184,4.299754167824056,3.6858869935005747,4.636490810112826,4.29453774401302,4.850702831040098,4.207839279374086,4.4561888714217535,4.513349287861422,5.157606839893244,4.845813698496947
Remote Camera,2.954440491026906,2.661395476872184,2.811872693039307,3.178645981349924,3.3669040553253295,2.4526240064317877,2.427656226577314,2.392606120420678,2.580835841671246,2.4874408617263533,2.3240120780373177,2.3322650644772596,2.245640007904218,2.48708893846621,2.6427359123170002
IONOS Mail,2.95321163387174,2.564660462929333,2.1905428226260515,2.6022648781699482,2.7599808266374573,3.4263502589530854,2.8385879459114105,3.5849623075319346,3.3303740341892443,3.1837418759218488,2.8060782930387136,2.863679347591698,2.766970341824066,3.1873605340085556,2.6839260172094583
Winamax poker,2.433338227137194,2.2860809149596917,2.398933250575388,2.159572534009905,2.7889650049106907,2.4743677884515782,1.8759168592119295,2.9146129487487578,2.222465657083439,2.3230183375990405,2.0633420118378716,2.3884984923513275,2.336069724664566,3.0421083178019437,2.983497732122007
Viber,3.0236781724649444,3.229407061049757,3.2428465991868336,2.876173542503232,2.6433129526169608,1.647181884203614,1.4336556169950734,2.1814117516423788,2.1152304246058242,2.1775916920565828,2.1579903129080544,2.1418324816238776,1.7388535921202024,2.4266792595417552,2.2797104996286057
Box.com,3.7132843241291424,5.198595110574052,4.12710055267164,4.071843417544799,4.018008584653301,3.465996639537906,3.163384035272494,3.523724440980411,3.0050699248266053,4.001996443642584,2.9813204127989588,3.88334330663955,3.648987050361075,4.509088245381531,3.5852955224550938
VPN DGA,5.000194758723094,6.240743533862852,4.519038695314374,3.658232124912112,4.901280221340722,5.199528382598921,1.7716542108324096,4.053682252306298,3.299119721122677,5.38065452007282,3.135287395119988,4.026235539503009,5.32355741558623,4.883146778914353,4.144085493532043
Disqus,2.344905340702997,2.197232711282093,1.9710171927445899,2.5463014465356086,2.569975604527818,2.588484980280601,2.025637702238259,2.177938443509985,2.5506007061222022,2.184921971898508,2.2471731898068237,1.8829462446074299,2.0002316932804463,2.3063945990474433,1.8234688486647228
Hubic,4.259376676304099,5.8441864805759645,5.8241979626420735,5.63924032498227,6.070325599090041,5.4240491635924455,6.598220812931214,6.3342643566640735,5.299232201533541,5.79421153220324,6.763206829044041,7.211358631915421,6.779428694376212,7.20146721475607,6.451333681260973
MineCraft,2.834493531488415,2.687047168590593,2.7788010159299943,2.8433896634630624,2.930838222065018,2.1939309495893733,2.270398132141782,2.5729529588490667,3.0220987624855087,2.9384528492601207,2.8860953208949955,2.9053585761978757,2.1873758670281505,2.4111304789812174,1.9943295336238485
Shazam,2.09304335357321,2.0975032174144217,3.665691933624909,2.3279128762676686,1.7189913923155937,2.233456638087628,4.090774449059962,2.5867268323400734,2.741158734031978,2.464523125241645,2.951031451828796,1.9334660451687984,3.15957367969974,2.2966461153696818,3.2595243381693337
Flipboard,2.5405212255871956,2.769927623625095,2.6176182794816185,2.490307264845487,2.4343970730839217,2.139309139454069,2.0774014013994857,2.1193788633514536,2.5255905305680986,2.529403299558732,2.2910336055299503,2.5012670942739956,1.972019058385111,2.169415559606078,1.9762209823736574
CanalPlus,6.7635204166674585,6.875355218050299,8.012705504449999,7.967721692221021,8.068683418721527,0.7029499501200781,5.076479994476011,5.352297291796273,5.254141430983006,5.298091557597137,0.6645655428833478,0.6164485619276506,5.100498474504019,5.36099006601371,0.7263230389123809
TeamViewer,3.103140557505269,3.1345893167187295,3.014263325878105,3.35267529135922,3.8432586218300306,2.8508525144794032,2.135475089539825,3.0358963504977474,2.9087721747800237,3.520275666213318,2.7477071982155787,3.178902696743333,2.6531284172733933,3.5319435968128623,2.8256625894122718
KikKik,4.2445724379945515,5.181000718551102,3.5387503733088757,3.837417759402501,5.167696593422363,4.924429388435926,4.054606617863501,5.4831213035226725,4.721298660880742,4.79435295246358,4.164170821041439,5.141796223405509,4.75378902868432,5.000248928234346,4.704994502645564
OVH OverTheBox,4.774953619652362,6.021721402821669,4.919685522770384,5.031343286801298,4.908260989116633,5.59009188837143,4.655309758906337,5.4329119132904085,5.063638860489425,5.457831913435112,4.647599181601726,4.837802641782727,5.7199936196234225,5.8397157677323905,4.126978662975704
Battle.net,3.0012155105205367,3.8896896514403347,3.1100326042721957,2.8147458026573924,2.7001506721377155,3.2764598174086856,2.8525400041591644,2.5118942066946195,2.7253195158829486,2.1810192340881738,1.9874644869289293,2.4919927039408045,2.2850369700740782,3.1741113459707346,2.328236284173207
IMO,4.058094780136583,4.7441594540879946,3.2403798734601237,3.14852444089746,3.447678217837493,3.1966161747689434,2.721790486053817,3.297013360672159,3.12208096181391,3.525858999737112,2.9403080461298923,2.997730136323503,3.0715504259438124,3.405243375563883,2.8176132345450533
BackBlaze,5.374216301547661,6.245104423145178,5.3133907094229995,5.860205933108679,5.754154795902977,5.214927357572666,5.107111735239659,4.871405157726758,5.702837353172657,5.893253343220604,5.761071484446373,6.066832189466462,5.4583958900874645,5.300106850892564,4.4242430535691595
Borland,3.190612549744166,3.0762538791041236,2.9550096311201446,2.8211337101452334,2.863067029301979,2.803608708846939,1.914390672736085,2.3877848473913756,2.4940812420773177,2.6271705011359443,2.154491430272768,2.729173443067286,2.5964469771802507,3.243781922560333,2.1673330778008655
LiveRadio ,4.990604578091137,5.685720146761448,5.1795888627837625,5.242343877843731,5.396440113095069,3.6330502051006572,3.1484350593840547,3.921310933315195,3.4461503542903884,4.002314127630595,3.2478352489581126,3.509793663396807,3.2875620540362323,4.5047806270972295,3.63309016368434
Apple Maps,3.2965772819771604,3.2582730857333697,2.696780201922551,3.408551406232219,3.0658859756105556,3.6220520178868503,3.4394106248127607,3.928155619855576,3.502560947166967,3.003662753946986,3.155490025269297,3.4217055085495875,3.1288454948736906,3.495884005303834,3.149091368689707
Mail.ru,5.1286259364612725,5.519877643036296,4.931250633940045,5.849519020651856,5.689910734783928,4.600400991336177,4.310672228851161,4.894170585484239,4.433778703099266,4.62591575929663,4.454755766977194,4.321886735864731,4.416375377375848,4.618720763570522,4.335057728662507
IMVU,2.788538025608169,3.023171469417699,2.452584480920546,3.050800728730626,3.1560839766219035,2.8601380481756107,2.6656965409363242,3.2659086719457826,3.4228595279250946,3.1723716311790096,2.9938206935131513,3.3655280090441564,2.8635506120863172,3.4800028827288068,3.168861560615676
Salesforce,2.52164307338056,2.6669172498611022,1.9849635099741507,2.2286323262900276,2.4136084661506865,2.53311842427783,2.1761294165222003,2.2744828594733737,2.35864527145118,2.592536849082122,1.8878485664783589,1.7194324077795566,2.3756931624818627,2.3812114530459487,1.7587813796600869
XBOX,5.123443076748783,5.511812264153192,5.358674040046941,5.705423579604472,5.778206271942458,1.8141484308877764,2.1993886657079766,2.996346587487871,1.9035162486274688,1.4458001238516198,1.8268548532990978,2.172186486937612,1.8506242793237122,2.2833521408599995,2.2967379806319683
Jabber,3.01422930710143,3.0277876804532378,2.969565958445578,2.850925322161608,2.921348243852263,1.915172366156321,1.7708996339312049,1.9583309958761341,2.1476691374937706,1.9872077166645683,2.0556605330461393,2.344575180268682,1.6528489615366013,1.832894702253232,1.281569465627118
Generic P2P ,5.7020483866210405,4.928902749816999,4.9291089156610965,4.705760225338809,4.9844176847892,2.3722853811184774,2.905299391466456,3.390993297976596,2.6078012513048088,2.6331227004212696,3.1064660650381515,2.8895026522169482,3.032707207622602,3.6299518240887942,3.2965819054365584
emule,5.293031828170772,5.902961594853386,5.655863069611832,5.153519560291482,6.183938018956983,5.261455693339289,3.5065525356352016,5.650063760909134,4.734353121778073,5.42080563594266,4.779879537381131,5.909908635063453,5.358749606250672,6.237690985454494,6.0321502848963
SmartFoxServer2X,3.371091963948442,3.7322528100065244,3.348960116454296,3.636979863162935,3.413681802746885,2.6397053911304487,1.5089152376396189,2.120830786916036,2.3242153778298604,2.651195413049069,2.2748786060747688,2.489745943145224,2.664018268636359,2.7333666413250985,2.0985054622689785
mydlink,4.1209081528316736,4.259251961270952,3.0360764472311166,4.673593970169691,4.565169661644586,3.884114212671893,3.987914949773071,4.909582490821835,4.685983006372267,4.979547178600649,4.507653954608374,5.1979456121157925,4.140308961403014,5.123599140782794,4.906109949164826
Second Life,5.227778873209073,5.860824829261019,4.976347493391647,5.199588871974253,5.817596220390653,5.108813701442004,4.400981457003564,5.351115502145764,5.011126962289076,5.4514578825305975,3.877818306708979,4.384497058268942,5.20784558488359,5.337921752334878,4.249089595925989
Microsoft,2.4926103705748726,2.6246939840458228,2.309746735066728,3.5934677223567335,3.2952904211808187,2.048682987798725,1.7226706980900892,2.3989053465488186,3.0908926438095823,3.291175487912375,3.1126013156978574,3.0128595920938523,1.652233632660132,2.8091926084071974,2.286437750673374
Last Empire War Z,5.2745949343917005,5.650547316458159,5.164814432317248,5.226115897596622,4.873276270265516,3.2724088138929743,3.583202570491922,3.4606534822268498,3.659824679165074,2.981001482941389,2.8802640470874694,2.8994559071847266,3.4865818708879615,3.1065743766361793,2.886202851803106
Foursquare,2.6624968945945033,2.0160251468479586,1.967011584338724,2.1273085091554,2.0644081168785977,3.3162122562278262,3.187491091234772,3.2550851001741083,3.232657986598856,1.8833865780124777,1.5797487011598617,2.2206299208201723,1.6891616166852197,2.257508746639022,2.024419216050973
OODrive,5.607982266845439,8.005695770082786,5.6241145354592295,6.325653017718642,6.451637248371028,7.661759115965382,5.206662933477559,6.1176135878865825,5.947377818931144,7.841656189830984,5.4820550095620915,6.313903951716701,7.57239229395453,7.953560941918451,5.880522309859499
FunPlus Games,4.254421521767832,4.375650857244117,3.9446613914133684,3.8780457650276126,4.125516285851069,2.0082773999882675,2.2315887436512165,3.4591813154194977,3.3605526359205733,3.554037026601733,3.398719332158896,2.5479434707520836,2.295942622883899,3.7749287129457874,3.4799190163079743
SugarSync,6.7322763676164294,8.85738981771709,6.387143481549368,7.151100428961604,6.376041725585923,8.213073846197256,5.7355330194933165,5.910389330197259,7.120192233248268,7.7460107534254545,6.989741412323332,7.282520206120736,7.05754138184014,8.406720736064809,6.76278072423054
Anaveo,4.370884932003627,4.849965674003492,4.174608754219522,6.065040623436176,4.0371005038382535,4.781016705927473,3.5281354175490227,4.139265290848977,5.306954559930864,5.176254651586098,4.993890383359751,5.298740064426386,4.408232618070455,4.482611777288525,4.457484293322389
Tango,9.450487576836514,9.114094464661909,9.078955011446743,9.28866120275174,9.109051572734645,3.1017884396275988,1.976804150175616,3.003390746262315,2.1837318552256737,3.3513937083863308,2.1630434365079165,2.638238240984053,3.144451009185467,3.338411910359671,2.582048666962261
Zynga Poker,5.629723202612367,6.581851563795171,6.1961130417949235,7.0847843351543185,6.692790697689331,6.278860293494851,5.8674628270409155,6.016124145864726,4.941018779974508,5.895745238530518,4.903987103614321,6.695832240194321,6.570604166101165,5.906637088399035,7.220073889388956
Clash of Kings,5.060888582684345,5.438821336180921,4.412395877150563,5.390247150617707,5.61749320436483,5.60118796843059,4.946479676203721,5.945676725373649,5.931556654478989,5.990077773118391,5.230029674529734,6.382465138561266,5.553259740264472,6.023317587658913,6.140086952281319
Evernote,3.5144731169844965,5.300413358472866,3.880710872433078,3.889247702428293,5.618417052729421,5.518606079660309,4.128995028485471,6.173135304550509,4.245486694222389,5.361046431003095,4.1875437913040034,4.551070589526748,5.202863266600489,7.6625845394445395,5.059954878319196
We Heart It,3.4714704288289524,4.234492627140311,2.987154074665935,3.9621453752055933,4.792749811871936,4.466597826096462,3.3773868335112587,4.759742189878907,4.363861634997952,4.398445869577654,4.01674342505893,5.186970514687056,3.9899668461646938,5.250575345611311,4.67754780466718
e-donkey,6.593457292088307,5.829435218020323,5.977173191353606,5.860320143602779,5.771020631467546,3.845095397827557,2.85150280085871,3.987333887910888,3.74595592775882,3.9130226064580405,3.2771273406807677,3.8021381171634814,3.522898862565571,3.866450447315034,3.4039732208473743
Strava,4.330995369335756,3.9336415113459218,3.9681307418002385,4.035178871720835,4.182132561332011,2.014716647217673,1.7563415131362958,2.1787371665801887,2.4297447952507065,2.5265449922389007,1.9330070894921199,2.138014520277028,2.15909514994735,2.4279103260907746,2.056263642385179
Games using port 8088,2.953008167943381,4.416813697967065,3.3350074250769093,2.7918823081583017,2.542611928231922,2.5206052003189128,2.038357410382595,3.4869423358323464,2.7567310846038144,3.272165575496832,2.4700162018549032,3.7164162660262425,2.148688362696921,4.747214456809349,3.8521777887069844
League Of Legend,5.813414859780411,6.290673699986675,5.943962929482837,6.104304397102223,5.685824357108547,3.132727615669693,2.173150591338043,2.4653168420901874,2.023242437422681,2.8338853262645514,1.8878802625913447,2.0388262161141486,3.014199052679511,3.096120773391528,1.9022448810895465
Microsoft Store,3.4626180329827254,3.809734214379926,3.7054235586359128,2.684891200651905,3.6830344218307336,3.6051393464722556,2.9992316022138246,3.4321725417664073,3.341304382685074,3.1662747938573457,3.661960723410663,3.14091313983607,3.8318419115840636,4.093548240509182,3.1108726954074073
DoubleUCasino,6.3337271091436245,6.956253983100546,6.054309508815075,5.920130092811009,5.706436957511793,4.876096417476214,3.6810461432517436,4.855359873874676,4.790525646306192,5.628278191893785,4.181375439623194,4.149974487821045,5.052618726293486,5.2707605196511,4.377389518885554
Coyote,5.12610466920019,4.99204996876788,9.693031478396755,7.6157005114023715,4.186265642099784,5.214303991519231,8.940914246832762,5.077366729915711,6.7231190951328825,6.776845201685869,3.5113266276668935,6.721023373998319,10.323752272853966,2.765597517748118,10.214466561410166
Shahid,7.95975099823953,8.82432038375317,8.29539459325941,8.597383255143649,9.981217597030144,6.125519869685314,4.86884361293781,7.305518949218241,5.101838771905648,7.451692428930421,4.340391479837058,7.649634447101277,6.4288757588565035,8.99031022746817,7.283151883408488
NDrive,9.525986347423476,8.71858629520084,10.280707118853696,8.741549468960045,8.676158380643209,8.764803420404903,9.296066087781671,9.3323137039665,8.074509819273512,8.08081304072941,9.201668632707083,8.08855940731689,9.540770659525517,8.405780606920846,8.842149800075681
Orange Finance,2.597602613306655,2.8454805192745463,2.4044004772699004,2.501153482895856,2.3992821207798674,2.890183742864073,2.274354126118215,2.61035791604386,3.3134612510922508,2.8589779200339507,2.638811430344595,2.3358743978458456,2.7934840274387316,2.762179071459318,2.428711594565192
QQ,7.470501013561018,7.341074088711164,7.607053621507561,7.355677134242663,7.250913554202834,2.2701503321910517,2.257789658435405,3.2941596700179434,2.8074628903178707,2.776652667928985,2.6894027361249346,2.6956433149456953,2.2701575425798155,2.845086207230115,2.730380001658965
Yandex,7.145527132801845,7.855384468093976,6.699079378522561,7.770587035308044,7.654691752401082,8.274079035717403,7.230497588986509,7.2664648895429655,8.336178044448639,7.018788529627465,7.95839602326283,8.189409303424233,8.714357622678104,9.295049269769427,7.137983980557503
Microsoft DB,3.3091485246369867,6.2852167623163675,4.424006245809847,5.607360422856028,3.9472699715861546,5.893725542501304,3.9272833256537574,4.109988376790881,5.4586426691126855,6.912810415675379,5.463351290556292,4.539369452510586,5.472490354170554,6.274356798096543,4.809798485338362
500px,5.03768963658094,5.192980704635666,4.020259446054442,6.887939247766581,5.477851911605713,5.078877153975614,5.133275668657633,6.001159139941252,6.951293057527353,7.25069936139813,7.14148199758363,6.950593448193883,5.14975456780558,5.57821363428083,5.266679800103689
PMU Live,5.38400749648379,4.940785883720655,4.417446003129013,4.843749141204001,6.714953801111093,4.29158142321645,3.3454702581043825,5.510849829153311,4.140963435032706,4.462938602295069,2.886160638516043,4.8357020404643105,4.338248106810076,6.033719456011746,5.394205143648064
VNC,5.663164332000853,6.304653691397995,5.560941347084556,7.086574742311595,7.028096353011319,6.030509491975941,4.707273950612316,6.287176646604639,5.864192849775827,7.397085768394718,6.271807232656874,6.876226104726684,6.017088708008878,6.8529545690968225,6.709485042792276
Garmin Connect,2.4861704711794745,2.0621770013967122,2.376535738120563,2.41347737666368,2.156324632889502,2.278078720075616,2.065343135228662,2.353684597138942,3.123968627094203,2.6587532109965206,2.3689794069561723,2.4467045209194285,2.1189190752854103,2.322024763921066,2.0582060021419255
SuperCam Plus,8.458246754558035,8.427496786385358,7.009578534025246,6.087478520407665,8.42745366479907,8.436084426593982,6.8615701423737585,7.795993968928689,7.138881655616072,7.732909686173765,5.092335358114189,7.2268620073896646,8.347712233393413,7.050772668135701,7.202874961915843
NetMarble Games,3.0346918000311636,3.913217921420168,2.7077744290105685,3.445683436241345,3.483503768200384,3.6200032512516858,2.9832927099341155,3.511701975054286,3.0369951969447313,4.042730557878704,3.3912788286124154,3.5985582835703602,3.5337089054705952,3.9663654261750616,3.3378590154143115
SIP,4.471669021244211,3.7214263058716983,3.596740582067067,3.074519017487663,3.0547763070777623,2.8079369667831977,2.59057821545685,3.7778642008139407,3.4461427089201893,2.7146145280070555,2.114043212318474,2.3180239322087735,2.271488171138654,3.016001004910877,2.493529998305493
NCSoft Game,3.3209566145361875,3.538246381073728,3.169057161331346,4.34246088938125,4.114527547271717,3.2820477520857416,2.847531639316001,3.712459201029486,4.328418119654131,3.8276449960318626,3.7517188617837642,3.308614084995255,2.9909625517073173,3.487490001275721,3.248687924631645
Google Assistant,1.2661708758647094,1.4630621304803861,1.5091779824532923,1.9480432187546262,2.0562151956228014,1.4693182254528805,1.5032918967017526,2.5668493437900715,2.0147483670014616,1.96052644312019,1.5558962409121488,2.8397264731082323,1.559988788205791,2.5723719576867743,2.409206221464666
Kiloo games,6.917016400977338,9.612515809508091,8.902351518834593,11.050311580376423,10.046170137978004,4.891994817589946,5.769300155630382,4.872454589170565,5.107615858975463,2.494016672688825,7.420666814960411,3.1057043692534374,7.6506142595174245,3.2032475144002586,6.2512514858696875
Vine,5.535128274744982,6.055835059395473,4.648494477722691,7.209945797098038,7.173216993020613,6.827468548865879,6.080277424447382,7.301538805578571,7.378431178705036,6.903847783919201,6.506699167717288,7.391587431606502,5.998271113415621,6.7686737521528615,6.777012506395378
Destiny,3.0709117332623395,3.3258614309866106,2.9647942768101716,3.0351390756295498,3.35904221061317,2.086095657532694,2.3297860818732428,2.5437672300788483,2.132218172902182,2.269696543517355,2.1947709849378554,2.424484117851902,2.3142922135971835,2.3764962227841018,2.290710322794663
Skinny ,7.644874298374278,8.390842578399562,5.871289087416633,7.689862683416357,6.76939645939169,7.958017620553655,6.75313357714263,7.904903092796407,8.077586855118266,7.716334137714476,7.816195166688232,7.577663206263163,7.3388414210333215,6.837131124611592,7.49731264241147
CiscoVPN,9.122697043269666,8.97376008082283,9.11770198326195,9.12500258193591,9.150189021975779,1.779906282367507,1.0654759559398528,2.6132630588230477,1.3247261513728337,1.7095478877722268,1.1056876837282628,2.028694613700178,1.623929961831812,2.9072832767713437,2.317696600842625
Oracle DB,5.368431093754207,6.841996936270789,5.962497375866458,6.978010993955556,7.72066470659302,5.788642683849805,4.406601515332901,5.753245942577821,4.902771679954811,6.496130266735773,6.178269126699535,7.036640055105245,5.7679732209904335,6.415903097593488,6.45830856286846
Tunein Radio,3.4340050438350063,4.23365663642603,3.7549060221097426,5.411250763047072,4.737735437204029,2.8309311407082274,2.329310647518883,3.9603917304558687,4.145164372422488,3.491572400584484,3.859004957849043,2.805589137937713,2.7409287694843205,3.219769574637812,3.6633878238664495
Postgre DB,6.541043798406789,7.460968353258189,5.36118310046843,9.26522565678617,7.235227745952991,5.976874176505524,5.4198920773245804,7.15836879060682,7.4381465728211,5.964265193332458,7.083189462664473,7.902565916214401,6.299719649621656,7.446477776248124,6.616978487513196
Com2us Games,3.989582058767473,4.269315916790015,3.6098849927931824,3.9127239972402084,4.062156693014576,2.461667778988716,2.213419745175698,2.775451448060099,3.4929471014328453,3.180599029526417,2.7642203594348316,3.083194908513316,2.189402403370785,2.4722389176787973,2.2731292472501226
AzarLive,3.743040120180071,4.097813887386181,4.091335132065601,5.086800330550256,4.43408170628286,3.517543307667786,3.3988299827833295,3.830226142528193,3.9340961642231274,3.721192418311447,3.499419407690621,3.5158864632837674,3.0760902385488786,3.268562392210102,3.320046250236803
Youku,8.219416028564845,9.117323318566044,6.315023695977264,7.7812998857125875,8.739731748261857,9.442205554395786,8.856554741924576,8.43712026449537,9.476717228608775,9.599290330101459,8.131450924490917,7.639679976914432,8.951947675301716,8.052183420747042,8.679190084592436
Adaptive streaming F4F,8.52501843858858,13.140751552214425,inf,inf,inf,6.487888322348385,inf,inf,inf,inf,0.0,0.0,inf,inf,0.0
Kama Games,2.6351533920408703,2.9865826288464437,2.8433467205750316,2.7371554553521484,2.610227125727417,2.557404510759255,2.0045929791681956,2.3941112177625934,2.154032859249434,2.3790295703534143,2.4765123702188174,2.4231773487619557,2.505404137772605,2.8999501952206233,2.313027621366519
Radioline,2.9560812499576943,3.70637791601057,2.589464595144232,3.9121126041970955,3.5846347965107404,3.0878450857533104,2.302464975035743,3.195139919391139,2.9104081556223416,3.5281098141789204,3.03019329304893,2.8538545857119217,3.138309880528751,3.5886457403822467,2.8610410992292006
Acronis,10.432193101947538,8.90076983174209,10.165163265471802,9.731813873700215,9.733108347084576,7.675804001788906,6.825511335410595,7.707242333856733,7.3672923121357865,6.663215398303575,5.740303759728401,5.664541217148853,7.487326074401594,7.660573951233149,5.303905758007718
StreamRoot,4.767086389022347,4.742444358269725,5.144255604709761,7.484145889619144,7.59501883597123,2.479732327348278,2.3991840376393787,4.841201001020953,4.389124781849556,4.765722434372659,4.0463830128672935,1.955404627090907,2.4061001247260108,4.980957900375844,4.454851930664978
Young Joy Games,3.2429928079550057,3.9313176162741943,3.4622894689780397,3.310184960865242,2.93528138907915,2.082022420747666,1.686792072939986,2.30725779689204,2.036209119208713,2.2830046068976944,2.036290200364039,2.2124163519733715,2.1042824398716764,2.7865967177742164,2.3253061414320944
Jango Radio,8.22652728714824,7.6666040010746235,7.718787115832132,7.075454751332712,5.687970000382367,8.138863622339944,7.065868353475339,8.170203054367924,7.466967160034808,7.534694065736021,6.556850874368449,7.0620249434337525,7.843996445151285,7.2320143855866785,7.761303033806573
Filerio,7.848476935827384,7.348404589137023,7.748017438085044,8.144956536274178,6.305246281645116,8.691934790273844,10.029726585284553,6.924268126178973,4.777724831067939,7.08302744436625,9.927527229664037,5.542379571022385,7.070664781398885,5.677695867586538,8.239585779459857
